airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,13:20:00,375,1,no info,17057
Vistara,2019-04-15,Banglore,Delhi,21:00:00,23:50:00,170,0,no info,5403
Jet Airways,2019-03-21,Delhi,Cochin,17:30:00,18:50:00,1520,1,no info,12557
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,16:20:00,1430,1,in-flight meal not included,7064
Indigo,2019-06-12,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4804
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,12:35:00,1355,1,in-flight meal not included,10262
Indigo,2019-04-09,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Spicejet,2019-05-18,Kolkata,Banglore,11:15:00,18:30:00,435,1,no info,10944
Indigo,2019-03-27,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,5733
Multiple Carriers,2019-03-06,Delhi,Cochin,11:30:00,21:00:00,570,1,in-flight meal not included,15136
Vistara,2019-06-24,Delhi,Cochin,06:00:00,09:10:00,190,0,no info,6216
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,12:35:00,425,2,no info,14441
Indigo,2019-05-27,Delhi,Cochin,09:15:00,01:30:00,975,1,no info,6628
Vistara,2019-05-12,Banglore,Delhi,21:00:00,23:50:00,170,0,no info,4668
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,19:00:00,780,1,no info,12524
Air India,2019-03-24,Chennai,Kolkata,11:40:00,13:55:00,135,0,no info,4405
Jet Airways,2019-06-27,Banglore,Delhi,06:00:00,08:45:00,165,0,in-flight meal not included,6478
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,9315
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,505,1,no info,11467
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,12:35:00,1460,2,no info,14300
Indigo,2019-03-18,Kolkata,Banglore,15:20:00,17:55:00,155,0,no info,4462
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1110,1,no info,19828
Indigo,2019-03-09,Banglore,Delhi,21:20:00,00:15:00,175,0,no info,6144
Air India,2019-03-15,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5170
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,18:15:00,590,1,in-flight meal not included,10844
Air India,2019-05-09,Delhi,Cochin,20:40:00,09:25:00,765,1,no info,7480
Air India,2019-06-12,Kolkata,Banglore,09:25:00,18:30:00,545,1,no info,8366
Vistara,2019-03-21,Banglore,Delhi,11:30:00,14:10:00,160,0,no info,5403
Goair,2019-04-21,Banglore,Delhi,07:45:00,10:40:00,175,0,no info,4632
Air India,2019-06-03,Delhi,Cochin,09:45:00,23:00:00,795,1,no info,8907
Indigo,2019-05-18,Kolkata,Banglore,09:35:00,12:20:00,165,0,no info,4804
Indigo,2019-04-18,Banglore,Delhi,00:30:00,03:25:00,175,0,no info,4423
Spicejet,2019-03-24,Banglore,Delhi,05:45:00,08:35:00,170,0,no info,3579
Indigo,2019-05-01,Kolkata,Banglore,08:10:00,13:00:00,290,1,no info,5069
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,no info,5678
Indigo,2019-04-06,Delhi,Cochin,04:55:00,13:20:00,505,1,no info,5307
Air Asia,2019-03-09,Banglore,Delhi,05:50:00,08:40:00,170,0,no info,7652
Jet Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175,0,in-flight meal not included,5198
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,14:25:00,1285,1,no info,13067
Spicejet,2019-06-15,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,3873
Multiple Carriers,2019-03-21,Delhi,Cochin,06:00:00,12:35:00,395,1,no info,13369
Air India,2019-06-03,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5510
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,23:25:00,1575,1,in-flight meal not included,10031
Spicejet,2019-03-21,Chennai,Kolkata,08:20:00,10:35:00,135,0,no check-in baggage included,3332
Air India,2019-03-18,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4435
Multiple Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,9794
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,22:35:00,365,1,in-flight meal not included,10844
Jet Airways,2019-05-21,Banglore,Delhi,11:10:00,14:05:00,175,0,in-flight meal not included,4030
Multiple Carriers,2019-06-06,Delhi,Cochin,15:05:00,01:30:00,625,2,no info,15965
Indigo,2019-03-21,Delhi,Cochin,20:30:00,01:35:00,305,1,no info,6232
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,19:00:00,560,2,in-flight meal not included,10368
Goair,2019-03-03,Banglore,Delhi,20:55:00,23:50:00,175,0,no info,6722
Jet Airways,2019-06-24,Delhi,Cochin,23:05:00,04:25:00,1760,2,no info,12819
Air Asia,2019-06-09,Kolkata,Banglore,06:50:00,10:30:00,220,1,no info,6857
Air India,2019-03-09,Delhi,Cochin,04:00:00,19:15:00,915,1,no info,11050
Indigo,2019-04-06,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,4823
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,21:05:00,690,1,no info,14151
Indigo,2019-03-09,Banglore,Delhi,07:30:00,12:20:00,290,1,no info,5694
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,09:45:00,800,1,no info,14151
Indigo,2019-05-06,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4804
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,19:10:00,575,1,no info,13067
Air India,2019-03-03,Banglore,Delhi,08:15:00,12:15:00,240,1,no info,6273
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2,no info,12819
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,04:25:00,655,1,in-flight meal not included,12373
Air India,2019-05-18,Delhi,Cochin,07:05:00,09:25:00,1580,2,no info,10975
Air India,2019-05-18,Kolkata,Banglore,07:00:00,01:20:00,1100,2,no info,13873
Spicejet,2019-06-21,Chennai,Kolkata,09:45:00,12:00:00,135,0,no check-in baggage included,3543
Air India,2019-05-21,Delhi,Cochin,05:55:00,19:15:00,800,2,no info,10861
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,no info,13044
Air India,2019-05-15,Kolkata,Banglore,19:00:00,11:05:00,965,1,no info,6117
Multiple Carriers,2019-06-15,Delhi,Cochin,17:50:00,01:30:00,460,2,no info,18485
Multiple Carriers,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,10197
Air India,2019-06-06,Kolkata,Banglore,09:25:00,05:25:00,1200,2,no info,13217
Air India,2019-05-15,Kolkata,Banglore,09:25:00,13:45:00,1700,2,no info,15532
Air India,2019-03-01,Banglore,Delhi,05:50:00,09:15:00,1645,1,no info,13439
Indigo,2019-05-15,Kolkata,Banglore,18:05:00,23:30:00,325,1,no info,6218
Multiple Carriers,2019-03-27,Delhi,Cochin,10:00:00,21:00:00,660,1,no info,6883
Air India,2019-06-27,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4145
Indigo,2019-03-27,Delhi,Cochin,11:30:00,21:00:00,570,1,no info,6416
Multiple Carriers,2019-06-12,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,12192
Air India,2019-05-21,Banglore,Delhi,21:05:00,23:55:00,170,0,no info,5228
Indigo,2019-06-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,no info,2227
Spicejet,2019-03-18,Kolkata,Banglore,17:15:00,19:45:00,150,0,no check-in baggage included,4413
Indigo,2019-04-03,Banglore,Delhi,18:55:00,21:50:00,175,0,no info,4823
Air India,2019-03-24,Kolkata,Banglore,16:50:00,18:30:00,1540,1,no info,14641
Air India,2019-03-06,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,no info,5462
Air India,2019-03-15,Banglore,Delhi,06:45:00,15:15:00,510,1,no info,8714
Indigo,2019-06-18,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,3858
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,23:35:00,1720,1,in-flight meal not included,10844
Multiple Carriers,2019-05-15,Delhi,Cochin,09:45:00,16:10:00,385,1,no info,9646
Air India,2019-06-09,Kolkata,Banglore,10:00:00,20:25:00,625,1,no info,10413
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1,no info,14714
Air India,2019-03-09,Delhi,Cochin,16:40:00,19:15:00,1595,2,no info,11911
Goair,2019-06-15,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,4959
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,12:35:00,620,1,in-flight meal not included,10262
Air Asia,2019-04-24,Banglore,Delhi,04:55:00,07:45:00,170,0,no info,3383
Indigo,2019-06-01,Banglore,Delhi,06:05:00,08:50:00,165,0,no info,3943
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,09:20:00,1155,1,in-flight meal not included,9663
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,12:35:00,1615,2,in-flight meal not included,10368
Indigo,2019-03-27,Delhi,Cochin,05:35:00,08:50:00,195,0,no info,4729
Air India,2019-04-01,Kolkata,Banglore,10:00:00,01:20:00,920,2,no info,10408
Jet Airways,2019-05-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,in-flight meal not included,3210
Jet Airways,2019-06-15,Delhi,Cochin,21:50:00,12:35:00,885,1,in-flight meal not included,10262
Air India,2019-04-03,Delhi,Cochin,06:05:00,09:25:00,1640,1,no info,5117
Indigo,2019-05-06,Kolkata,Banglore,21:00:00,02:15:00,315,1,no info,7252
Multiple Carriers,2019-03-21,Delhi,Cochin,09:10:00,19:15:00,605,1,no info,8601
Jet Airways,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,2,in-flight meal not included,15812
Air India,2019-06-15,Delhi,Cochin,05:15:00,07:40:00,1585,3,no info,10493
Goair,2019-04-09,Banglore,Delhi,20:55:00,23:40:00,165,0,no info,4239
Air India,2019-06-06,Delhi,Cochin,22:00:00,19:15:00,1275,2,no info,10441
Air Asia,2019-05-21,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,8327
Air India,2019-03-06,Mumbai,Hyderabad,10:00:00,23:45:00,825,1,no info,11678
Air India,2019-06-09,Banglore,Delhi,21:05:00,23:55:00,170,0,no info,5228
Vistara,2019-06-18,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,4668
Spicejet,2019-06-12,Delhi,Cochin,08:45:00,13:15:00,270,1,no info,5264
Indigo,2019-04-18,Kolkata,Banglore,21:25:00,00:05:00,160,0,no info,4174
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,23:35:00,1630,1,no info,13067
Jet Airways,2019-03-03,Delhi,Cochin,07:05:00,18:50:00,705,1,no info,17024
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,04:45:00,1335,1,no info,13759
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,04:25:00,1570,1,in-flight meal not included,12373
Air Asia,2019-04-01,Kolkata,Banglore,07:35:00,19:25:00,710,1,no info,5192
Indigo,2019-05-15,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,4332
Indigo,2019-06-21,Banglore,Delhi,08:30:00,11:20:00,170,0,no info,4823
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,23:25:00,975,1,no info,9345
Air India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420,2,no info,10660
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,660,1,in-flight meal not included,11134
Air India,2019-03-01,Banglore,Delhi,22:00:00,23:20:00,1520,1,change airports,14305
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,23:25:00,390,1,in-flight meal not included,11134
Multiple Carriers,2019-05-27,Delhi,Cochin,07:00:00,21:00:00,840,1,no info,7618
Air Asia,2019-06-09,Delhi,Cochin,07:55:00,13:25:00,330,1,no info,8759
Air India,2019-03-09,Delhi,Cochin,13:15:00,09:25:00,1210,2,no info,11622
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,04:25:00,1000,2,no info,13882
Indigo,2019-04-24,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,4804
Jet Airways,2019-03-18,Banglore,Delhi,14:05:00,19:10:00,305,1,no info,14815
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,no info,13941
Air India,2019-03-24,Delhi,Cochin,04:00:00,07:40:00,1660,1,no info,8635
Multiple Carriers,2019-05-21,Delhi,Cochin,16:00:00,01:30:00,570,1,no info,14067
Air India,2019-05-15,Kolkata,Banglore,05:50:00,12:30:00,1840,2,no info,12723
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1,no info,14151
Jet Airways,2019-03-03,Delhi,Cochin,11:30:00,18:50:00,440,1,no info,18550
Multiple Carriers,2019-06-12,Delhi,Cochin,11:25:00,19:00:00,455,1,no info,10877
Air Asia,2019-03-21,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,6151
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,12:00:00,1025,1,in-flight meal not included,10844
Jet Airways,2019-03-03,Banglore,Delhi,08:00:00,05:05:00,1265,1,in-flight meal not included,13502
Multiple Carriers,2019-05-15,Delhi,Cochin,07:10:00,16:10:00,540,1,no info,6513
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,23:35:00,1630,1,no info,12692
Air India,2019-05-21,Kolkata,Banglore,09:50:00,08:55:00,1385,2,no info,14960
Air Asia,2019-03-15,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4384
Indigo,2019-05-27,Banglore,Delhi,07:10:00,10:05:00,175,0,no info,4823
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,no info,5678
Jet Airways,2019-03-01,Banglore,Delhi,22:50:00,10:25:00,695,1,1 long layover,31825
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,21:00:00,480,1,no info,13727
Air India,2019-03-03,Banglore,Delhi,06:45:00,10:35:00,1670,2,no info,12358
Multiple Carriers,2019-06-09,Delhi,Cochin,11:35:00,21:00:00,565,3,no info,15629
Multiple Carriers,2019-03-27,Delhi,Cochin,15:15:00,01:35:00,620,1,no info,6427
Air India,2019-06-06,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,no info,3100
Indigo,2019-03-24,Banglore,Delhi,18:25:00,21:20:00,175,0,no info,8033
Air India,2019-03-24,Kolkata,Banglore,20:30:00,08:55:00,745,1,no info,12173
Jet Airways,2019-03-18,Banglore,Delhi,08:00:00,15:15:00,435,1,no info,12284
Multiple Carriers,2019-06-06,Delhi,Cochin,09:45:00,16:10:00,385,1,no info,9646
Jet Airways,2019-03-27,Delhi,Cochin,19:45:00,04:25:00,520,1,no info,12242
Multiple Carriers,2019-05-27,Delhi,Cochin,19:00:00,01:30:00,390,1,no info,7198
Air India,2019-04-01,Kolkata,Banglore,10:00:00,05:25:00,1165,2,no info,12639
Jet Airways,2019-03-18,Banglore,Delhi,07:00:00,16:10:00,550,1,no info,12284
Goair,2019-03-03,Banglore,Delhi,11:40:00,14:35:00,175,0,no info,7646
Indigo,2019-06-06,Kolkata,Banglore,21:25:00,00:05:00,160,0,no info,4804
Vistara,2019-03-06,Mumbai,Hyderabad,14:40:00,09:25:00,1125,1,no info,12395
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,1995,2,no info,10929
Air India,2019-06-15,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,no info,3100
Jet Airways,2019-03-15,Banglore,Delhi,08:00:00,08:15:00,1455,1,in-flight meal not included,10405
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,in-flight meal not included,10844
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,21:05:00,690,1,no info,13067
Multiple Carriers,2019-03-09,Delhi,Cochin,06:00:00,21:00:00,900,1,no info,13677
Jet Airways,2019-03-06,Banglore,Delhi,20:35:00,10:25:00,830,1,no info,17261
Multiple Carriers,2019-05-27,Delhi,Cochin,18:15:00,01:30:00,435,1,no info,13377
Air India,2019-06-06,Delhi,Cochin,12:55:00,19:15:00,1820,2,no info,12646
Jet Airways,2019-03-03,Delhi,Cochin,08:00:00,04:25:00,1225,1,no info,17024
Air India,2019-03-24,Kolkata,Banglore,20:30:00,20:25:00,1435,1,no info,12173
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,04:25:00,925,1,in-flight meal not included,10262
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,12:35:00,1615,2,in-flight meal not included,11733
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,09:05:00,765,1,no info,7980
Multiple Carriers,2019-05-18,Delhi,Cochin,15:05:00,01:30:00,625,2,no info,16840
Air India,2019-05-24,Kolkata,Banglore,09:25:00,05:25:00,1200,2,no info,14897
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,04:25:00,1110,1,in-flight meal not included,6540
Jet Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0,in-flight meal not included,5198
Goair,2019-04-21,Delhi,Cochin,07:00:00,12:55:00,355,1,no info,6591
Spicejet,2019-06-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2017
Jet Airways,2019-03-09,Banglore,Delhi,21:25:00,08:15:00,650,1,in-flight meal not included,9134
Air India,2019-03-24,Kolkata,Banglore,19:00:00,11:05:00,965,1,no info,5567
Air India,2019-05-01,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,6121
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,14714
Indigo,2019-05-18,Delhi,Cochin,11:25:00,21:00:00,575,1,no info,7191
Indigo,2019-03-27,Chennai,Kolkata,14:40:00,17:05:00,145,0,no info,3384
Indigo,2019-03-06,Delhi,Cochin,17:10:00,01:35:00,505,1,no info,14871
Spicejet,2019-05-21,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,5975
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,18:50:00,1550,1,no info,8820
Spicejet,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,no info,3597
Indigo,2019-03-21,Delhi,Cochin,04:45:00,13:20:00,515,1,no info,7738
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,12:35:00,940,1,no info,14714
Air India,2019-04-03,Kolkata,Banglore,09:10:00,04:40:00,1170,2,no info,4647
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,08:15:00,1430,1,no info,13941
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,09:10:00,970,1,no info,13310
Indigo,2019-06-01,Delhi,Cochin,05:10:00,10:05:00,295,1,no info,6842
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1,no info,6853
Indigo,2019-06-09,Delhi,Cochin,15:10:00,20:00:00,290,1,no info,7060
Multiple Carriers,2019-03-03,Delhi,Cochin,17:50:00,01:35:00,465,2,no info,24528
Air India,2019-06-18,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,6961
Indigo,2019-04-12,Banglore,Delhi,07:10:00,10:05:00,175,0,no info,4823
Air India,2019-05-09,Banglore,Delhi,17:00:00,19:45:00,165,0,no info,5228
Spicejet,2019-05-18,Kolkata,Banglore,14:55:00,17:25:00,150,0,no check-in baggage included,3841
Air India,2019-06-09,Kolkata,Banglore,09:50:00,23:15:00,805,3,no info,14960
Indigo,2019-06-01,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,6386
Jet Airways,2019-03-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,no info,5678
Vistara,2019-05-09,Chennai,Kolkata,07:05:00,09:20:00,135,0,no info,3687
Goair,2019-06-03,Delhi,Cochin,14:25:00,19:35:00,310,1,no info,9069
Air India,2019-06-06,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,6961
Vistara,2019-05-24,Kolkata,Banglore,17:00:00,23:25:00,385,1,no info,9870
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2,in-flight meal not included,10368
Air India,2019-03-06,Delhi,Cochin,16:40:00,19:15:00,1595,2,no info,12646
Air India,2019-05-12,Kolkata,Banglore,12:00:00,07:55:00,1195,2,no info,10676
Indigo,2019-04-27,Banglore,Delhi,18:55:00,21:50:00,175,0,no info,4823
Air Asia,2019-06-15,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4409
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,19:50:00,685,1,in-flight meal not included,10844
Jet Airways,2019-03-18,Banglore,Delhi,05:45:00,12:25:00,400,1,no info,12284
Jet Airways,2019-06-24,Delhi,Cochin,11:30:00,04:25:00,1015,1,in-flight meal not included,10262
Jet Airways,2019-06-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,no info,5678
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,530,1,no info,16092
Air India,2019-05-01,Kolkata,Banglore,10:00:00,23:15:00,795,1,no info,10203
Vistara,2019-06-21,Delhi,Cochin,14:40:00,17:50:00,190,0,no info,6216
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1,in-flight meal not included,8586
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1530,1,in-flight meal not included,12898
Multiple Carriers,2019-03-09,Delhi,Cochin,04:00:00,12:55:00,535,1,no info,16259
Spicejet,2019-06-09,Banglore,Delhi,09:30:00,12:20:00,170,0,no info,4423
Jet Airways,2019-05-24,Banglore,Delhi,17:45:00,20:45:00,180,0,no info,7229
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1,in-flight meal not included,13843
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1,no info,11467
Spicejet,2019-05-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,no info,4491
Indigo,2019-06-24,Mumbai,Hyderabad,01:40:00,03:10:00,90,0,no info,2754
Air India,2019-03-09,Banglore,Delhi,11:05:00,22:45:00,700,1,no info,10657
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2017
Spicejet,2019-03-21,Kolkata,Banglore,06:55:00,09:35:00,160,0,no check-in baggage included,3815
Spicejet,2019-03-18,Banglore,Delhi,05:45:00,08:35:00,170,0,no check-in baggage included,4273
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1,no info,12471
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,18:15:00,705,1,in-flight meal not included,9899
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,18:50:00,535,1,in-flight meal not included,5963
Indigo,2019-06-03,Delhi,Cochin,05:10:00,10:05:00,295,1,no info,6842
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,21:00:00,640,1,no info,7005
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,09:20:00,1495,1,in-flight meal not included,9663
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:00:00,16:50:00,1610,1,no info,19595
Multiple Carriers,2019-06-06,Delhi,Cochin,13:00:00,21:00:00,480,1,no info,13587
Air India,2019-05-06,Kolkata,Banglore,20:30:00,20:25:00,1435,1,no info,10203
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,19:00:00,360,1,in-flight meal not included,10262
Spicejet,2019-03-24,Kolkata,Banglore,11:35:00,18:50:00,435,1,no info,9923
Spicejet,2019-05-18,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no info,2227
Jet Airways,2019-04-06,Banglore,Delhi,11:10:00,14:05:00,175,0,no info,7229
Air India,2019-03-06,Mumbai,Hyderabad,12:45:00,19:25:00,1840,2,no info,13253
Air India,2019-05-27,Delhi,Cochin,13:30:00,23:00:00,570,1,no info,8907
Multiple Carriers,2019-05-18,Delhi,Cochin,08:45:00,21:00:00,735,1,no info,7670
Air India,2019-05-12,Kolkata,Banglore,12:00:00,21:50:00,590,2,no info,10676
Indigo,2019-05-09,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4804
Jet Airways,2019-04-21,Banglore,Delhi,06:00:00,08:45:00,165,0,no info,7229
Air India,2019-03-03,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,no info,11185
Multiple Carriers,2019-03-21,Delhi,Cochin,09:45:00,16:10:00,385,1,no info,7242
Indigo,2019-06-03,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4804
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,930,1,no info,7198
Air India,2019-05-18,Kolkata,Banglore,08:20:00,21:50:00,810,2,no info,10697
Air India,2019-05-18,Kolkata,Banglore,09:25:00,13:45:00,1700,2,no info,13222
Indigo,2019-03-24,Kolkata,Banglore,22:10:00,00:55:00,165,0,no info,6985
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,1560,2,no info,12392
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,18:50:00,995,1,in-flight meal not included,7438
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,23:35:00,1655,1,in-flight meal not included,10844
Jet Airways,2019-05-12,Banglore,Delhi,15:15:00,18:10:00,175,0,no info,7229
Goair,2019-06-24,Kolkata,Banglore,15:20:00,17:55:00,155,0,no info,3514
Spicejet,2019-04-27,Kolkata,Banglore,14:55:00,17:25:00,150,0,no check-in baggage included,3841
Indigo,2019-06-27,Kolkata,Banglore,09:35:00,12:10:00,155,0,no info,4804
Jet Airways,2019-03-01,Banglore,Delhi,16:55:00,10:25:00,1050,1,1 long layover,25735
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,04:25:00,1225,1,in-flight meal not included,12373
Jet Airways,2019-03-01,Banglore,Delhi,08:55:00,16:10:00,435,1,no info,26890
Indigo,2019-05-15,Delhi,Cochin,06:50:00,16:10:00,560,1,no info,6442
Spicejet,2019-05-06,Kolkata,Banglore,09:00:00,11:25:00,145,0,no info,4174
Jet Airways,2019-06-03,Banglore,Delhi,18:55:00,22:00:00,185,0,no info,8016
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,16:20:00,1220,1,in-flight meal not included,10844
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,18:50:00,1550,1,no info,9345
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,09:20:00,865,1,no info,14388
Indigo,2019-05-03,Banglore,Delhi,22:10:00,01:00:00,170,0,no info,4284
Vistara,2019-04-24,Banglore,Delhi,11:30:00,14:20:00,170,0,no info,5403
Indigo,2019-03-24,Kolkata,Banglore,11:55:00,16:25:00,270,1,no info,9806
Air India,2019-03-21,Delhi,Cochin,19:00:00,19:15:00,1455,1,no info,6587
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,450,1,no info,17267
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:10:00,1550,1,no info,11105
Jet Airways,2019-03-01,Banglore,Delhi,22:50:00,11:25:00,755,1,1 long layover,31825
Indigo,2019-04-27,Delhi,Cochin,07:35:00,12:10:00,275,1,no info,5073
Air India,2019-06-12,Delhi,Cochin,12:00:00,19:15:00,435,2,no info,8603
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,22:35:00,510,1,no info,13626
Indigo,2019-03-03,Delhi,Cochin,04:45:00,11:30:00,405,1,no info,14871
Air India,2019-04-18,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5510
Indigo,2019-06-09,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,no info,2754
Air India,2019-05-09,Delhi,Cochin,13:20:00,07:40:00,1100,2,no info,13538
